mode,load,0_vgg11-4,1_vgg13-4,2_vgg19-16
mps-uncap,0.8,57.98694610595704,57.418889999389755,123.42071533203125
mps-uncap,0.9,163.83197307586696,249.07696247100824,551.2999963760376
mps-uncap,1.0,2000.953598022461,1912.0497608184814,7448.550753593445
mps-uncap,0.5,12.149214744567882,13.932001590728765,34.70540046691895
mps-uncap,0.6,21.575212478637695,23.36862325668339,69.17701721191405
mps-uncap,0.7,44.2185115814209,36.77834272384642,100.02490997314447
mps-uncap,0.1,2.503776550292974,2.6041817665100164,15.70365905761718
mps-uncap,0.2,4.769973754882809,7.219400405883792,18.982038497924837
mps-uncap,0.3,7.009563446044923,9.32945251464843,23.531956672668457
mps-uncap,0.4,9.368572235107427,9.88760709762572,33.295159339904835
