mode,load,0_vgg11-4,1_vgg13-4,2_vgg19-16
mps-uncap,0.8,10.624408721923828,12.238264083862305,31.91661834716797
mps-uncap,0.9,35.0642204284668,39.63494300842285,133.8597536087036
mps-uncap,1.0,1226.0041236877441,735.3360652923584,4136.9500160217285
mps-uncap,0.5,3.7109851837158203,4.411458969116211,16.231060028076172
mps-uncap,0.6,5.111932754516602,6.875753402709961,18.170833587646484
mps-uncap,0.7,8.643746376037598,9.668588638305664,26.026248931884766
mps-uncap,0.1,2.4213790893554688,3.135561943054199,14.194726943969727
mps-uncap,0.2,2.424955368041992,3.1588077545166016,14.165639877319336
mps-uncap,0.3,2.3889541625976562,3.113269805908203,14.388799667358398
mps-uncap,0.4,2.8066635131835938,3.6286115646362305,14.7782564163208
