mode,load,0_vgg11-4,1_vgg13-4,2_vgg19-16
mps-uncap,0.8,31.43343925476076,33.7857723236084,92.6659107208252
mps-uncap,0.9,109.60865020751953,124.71408843994142,415.52927494049095
mps-uncap,1.0,1801.1823892593384,1821.3366031646729,7329.312753677368
mps-uncap,0.5,11.21525764465332,12.354135513305664,31.149721145629883
mps-uncap,0.6,13.91291618347168,16.960859298706055,44.296121597290046
mps-uncap,0.7,23.73173236846924,22.239208221435547,68.0664539337158
mps-uncap,0.1,4.294276237487793,5.578589439392089,20.793724060058597
mps-uncap,0.2,6.921911239624023,8.665943145751953,21.54183387756348
mps-uncap,0.3,8.405160903930666,9.921598434448244,23.544979095458984
mps-uncap,0.4,9.509086608886719,11.238718032836916,27.89027690887451
