mode,load,0_squeezenet1_1-2,1_vgg11-4,2_vgg19-2
mps-uncap,0.8,0.3927946090698242,1.1944770812988281,1.1250972747802734
mps-uncap,0.9,1.6336441040039062,3.5256147384643555,3.8444995880126953
mps-uncap,1.0,8.582353591918945,14.724493026733398,16.297101974487305
mps-uncap,0.5,0.04124641418457031,0.04291534423828125,0.04315376281738281
mps-uncap,0.6,0.041961669921875,0.04315376281738281,0.043392181396484375
mps-uncap,0.7,0.102996826171875,0.35822391510009766,0.04851818084716797
mps-uncap,0.1,0.04887580871582031,0.04792213439941406,0.04982948303222656
mps-uncap,0.2,0.04673004150390625,0.04363059997558594,0.04410743713378906
mps-uncap,0.3,0.04553794860839844,0.0438690185546875,0.04482269287109375
mps-uncap,0.4,0.04458427429199219,0.04363059997558594,0.045299530029296875
