mode,load,0_squeezenet1_1-2,1_vgg11-4,2_vgg19-2
mps-uncap,0.8,9.83438491821289,15.480709075927734,21.02841377258303
mps-uncap,0.9,19.835739135742195,51.97558164596546,65.19416809082014
mps-uncap,1.0,83.41189861297607,107.65956878662112,128.8976740837097
mps-uncap,0.5,6.072306632995611,5.5904531478881685,6.816864013671869
mps-uncap,0.6,7.242221832275391,6.598215103149417,9.314823150634775
mps-uncap,0.7,8.358008861541748,10.540332794189451,12.6651358604431
mps-uncap,0.1,2.283887863159179,1.6177892684936526,1.870851516723631
mps-uncap,0.2,2.9264760017395024,2.3068666458129874,3.0497837066650293
mps-uncap,0.3,4.310979843139656,2.9831862449645934,3.962612152099609
mps-uncap,0.4,4.835777282714847,4.140353202819823,4.336771965026848
