mode,load,0_squeezenet1_1-2,1_vgg11-4,2_vgg19-2
mps-uncap,0.8,3.4227395057678223,3.463399410247803,4.945526123046875
mps-uncap,0.9,3.5701656341552734,3.6795639991760236,4.932880401611328
mps-uncap,1.0,3.706216812133789,3.703374862670899,5.204575061798096
mps-uncap,0.5,3.194863796234136,3.2221031188964835,4.624128341674805
mps-uncap,0.6,3.1957626342773438,3.2598209381103516,4.703521728515627
mps-uncap,0.7,3.315236568450927,3.3667850494384766,4.83767509460449
mps-uncap,0.1,3.170013427734369,3.0165314674377446,3.867893218994138
mps-uncap,0.2,3.186042308807373,3.0338311195373526,4.068984985351562
mps-uncap,0.3,3.1586790084838876,3.1712698936462402,4.316239356994628
mps-uncap,0.4,3.1847429275512695,3.2044482231140132,4.407598972320556
