mode,load,0_squeezenet1_1-2,1_vgg11-4,2_vgg19-2
mps-uncap,0.8,518.8353011656851,976.6952978540068,328.9510557000686
mps-uncap,0.9,594.2051807662018,1098.2047843005544,379.9277387949101
mps-uncap,1.0,650.32000428184,1214.5425366379657,406.34616394124515
mps-uncap,0.5,331.37714289559904,613.3299687150105,197.95770231228667
mps-uncap,0.6,387.5373666269809,724.8316752373449,243.02367023548527
mps-uncap,0.7,451.842222944818,870.1350213868739,282.40564404702155
mps-uncap,0.1,61.698081099946634,121.45503930594346,42.64223150347044
mps-uncap,0.2,129.4299666008617,241.5192617183845,82.54801955274873
mps-uncap,0.3,191.60251901841448,357.82184946781825,124.93494763518075
mps-uncap,0.4,257.0261053693885,486.41252279434747,162.35507993946396
