mode,load,0_squeezenet1_1-2,1_vgg11-4,2_vgg19-2
mps-uncap,0.8,2.0192861557006836,2.63214111328125,3.7577152252197266
mps-uncap,0.9,2.4597644805908203,2.9668807983398438,4.170417785644531
mps-uncap,1.0,2.8192996978759766,3.0832290649414062,4.572272300720215
mps-uncap,0.5,2.3512840270996094,2.0586252212524414,2.650737762451172
mps-uncap,0.6,2.294778823852539,2.135753631591797,2.9120445251464844
mps-uncap,0.7,2.239227294921875,2.370476722717285,3.3975839614868164
mps-uncap,0.1,2.5768280029296875,1.9581317901611328,2.470731735229492
mps-uncap,0.2,2.615213394165039,1.9452571868896484,2.454519271850586
mps-uncap,0.3,2.4962425231933594,1.9668340682983398,2.473115921020508
mps-uncap,0.4,2.4404525756835938,1.9974708557128906,2.5197267532348633
