mode,load,0_squeezenet1_1-2,1_vgg11-4,2_vgg19-2
mps-uncap,0.8,2.949953079223633,3.1467676162719727,4.5764923095703125
mps-uncap,0.9,3.1681060791015625,3.386640548706055,4.647636413574219
mps-uncap,1.0,3.3121109008789062,3.4330368041992188,4.944968223571777
mps-uncap,0.5,2.709317207336426,2.8748512268066406,4.109382629394531
mps-uncap,0.6,2.769088745117188,2.9506683349609375,4.2285919189453125
mps-uncap,0.7,2.876353263854981,3.034424781799317,4.437994956970215
mps-uncap,0.1,2.8244495391845703,2.1535158157348633,2.7317047119140625
mps-uncap,0.2,2.8833389282226562,2.438020706176758,3.2969474792480473
mps-uncap,0.3,2.8247833251953125,2.7344226837158203,3.7067413330078125
mps-uncap,0.4,2.7746200561523438,2.8130769729614262,3.8658857345581055
