mode,load,0_squeezenet1_1-2,1_vgg11-4,2_vgg19-2
mps-uncap,0.8,4.738092422485352,4.329442977905273,6.575822830200195
mps-uncap,0.9,4.23741340637207,4.51970100402832,5.27644157409668
mps-uncap,1.0,4.644632339477539,4.964351654052734,6.0405731201171875
mps-uncap,0.5,3.790140151977539,3.6106109619140625,4.994869232177734
mps-uncap,0.6,4.177570343017578,3.6630630493164062,5.229473114013672
mps-uncap,0.7,3.9653778076171875,4.451274871826172,5.38325309753418
mps-uncap,0.1,4.174232482910156,3.4046173095703125,4.229068756103516
mps-uncap,0.2,3.7145614624023438,3.3833980560302734,4.7664642333984375
mps-uncap,0.3,3.9200782775878906,3.9572715759277344,5.657672882080078
mps-uncap,0.4,3.8225650787353516,3.560304641723633,4.817485809326172
