mode,load,0_inception_v3-8,1_vgg13-2,2_vgg13-32
mps-uncap,0.8,63.10153007507324,19.181251525878906,23.01764488220215
mps-uncap,0.9,69.20003890991211,18.404006958007812,23.62060546875
mps-uncap,1.0,71.73585891723633,19.41537857055664,23.044109344482422
mps-uncap,0.5,55.96661567687988,17.852067947387695,22.597789764404297
mps-uncap,0.6,59.56864356994629,17.983675003051758,23.22697639465332
mps-uncap,0.7,65.12689590454102,19.532442092895508,22.837400436401367
mps-uncap,0.1,35.47811508178711,22.23038673400879,28.924942016601562
mps-uncap,0.2,43.00999641418457,20.007848739624023,25.053024291992188
mps-uncap,0.3,53.88450622558594,16.823530197143555,22.963285446166992
mps-uncap,0.4,53.5581111907959,17.14158058166504,22.362709045410156
