mode,load,0_inception_v3-8,1_vgg13-2,2_vgg13-32
mps-uncap,0.8,44.78168487548828,14.457225799560547,60.967206954956055
mps-uncap,0.9,120.1937198638916,20.15972137451172,841.688871383667
mps-uncap,1.0,1649.505376815796,2585.7057571411133,2216.4599895477295
mps-uncap,0.5,20.66624164581299,3.512144088745117,20.81298828125
mps-uncap,0.6,24.40166473388672,6.831765174865723,29.670000076293945
mps-uncap,0.7,31.455397605895996,10.896682739257812,36.73398494720459
mps-uncap,0.1,20.25914192199707,2.580404281616211,18.85223388671875
mps-uncap,0.2,20.081758499145508,2.5124549865722656,18.62478256225586
mps-uncap,0.3,19.16027069091797,2.5298595428466797,19.002199172973633
mps-uncap,0.4,17.029523849487305,2.5649070739746094,19.40441131591797
