mode,load,0_inception_v3-8,1_vgg13-2,2_vgg13-32
mps-uncap,0.8,8.47935676574707,1.7910003662109375,16.147613525390625
mps-uncap,0.9,8.753776550292969,1.828908920288086,16.239643096923828
mps-uncap,1.0,9.477615356445312,1.8770694732666016,17.195463180541992
mps-uncap,0.5,8.658409118652344,1.758575439453125,15.941143035888672
mps-uncap,0.6,8.862733840942383,1.7626285552978516,16.06917381286621
mps-uncap,0.7,8.680105209350586,1.7447471618652344,16.049623489379883
mps-uncap,0.1,10.091543197631836,2.360820770263672,18.157243728637695
mps-uncap,0.2,9.075641632080078,1.8880367279052734,15.972375869750977
mps-uncap,0.3,9.025096893310547,1.7352104187011719,15.988588333129883
mps-uncap,0.4,8.590459823608398,1.794576644897461,15.969514846801758
