mode,load,0_inception_v3-8,1_vgg13-2,2_vgg13-32
mps-uncap,0.8,56.31136894226074,16.994524002075195,20.967817306518555
mps-uncap,0.9,59.49897766113281,16.686201095581055,20.718955993652344
mps-uncap,1.0,59.57512855529785,17.75505542755127,20.10345458984375
mps-uncap,0.5,38.506245613098145,13.797092437744142,20.017766952514645
mps-uncap,0.6,45.031261444091804,15.236735343933105,20.488405227661133
mps-uncap,0.7,51.87301635742186,16.386938095092773,20.639657974243168
mps-uncap,0.1,26.23105049133301,3.093767166137705,25.82249641418457
mps-uncap,0.2,27.730178833007816,8.014583587646484,19.7446346282959
mps-uncap,0.3,28.097939491271976,10.950779914855959,19.549036026000977
mps-uncap,0.4,33.8864803314209,12.93306350708008,19.813060760498047
