mode,load,0_mobilenet_v3_small-2,1_squeezenet1_1-4,2_vgg16-2
mps-uncap,0.8,20.212461948394708,13.84204626083374,15.63827991485596
mps-uncap,0.9,27.22177505493156,30.833249092102,28.211557865142808
mps-uncap,1.0,69.05459880828862,366.53738498687744,87.6610279083252
mps-uncap,0.5,10.971536636352539,6.929075717926029,7.392883300781274
mps-uncap,0.6,11.669914722442627,7.286486625671391,7.7568292617797985
mps-uncap,0.7,13.501396179199164,7.070610523223885,9.191627502441404
mps-uncap,0.1,7.60425567626954,2.6664447784423824,1.7295360565185562
mps-uncap,0.2,12.093479633331299,4.16719198226928,2.9048204421997017
mps-uncap,0.3,13.871698379516577,5.805957317352294,3.98920059204101
mps-uncap,0.4,13.436198234558091,7.4275779724121,4.494900703430151
