mode,load,0_mobilenet_v3_small-2,1_squeezenet1_1-4,2_vgg16-2
mps-uncap,0.8,2.985639572143553,2.3241043090820312,2.6462936401367188
mps-uncap,0.9,2.9501914978027344,2.346038818359375,2.6861500740051265
mps-uncap,1.0,3.0808234214782724,2.4041318893432617,2.7298927307128906
mps-uncap,0.5,4.876117706298828,2.7297377586364746,2.655611038208008
mps-uncap,0.6,4.114384651184082,2.5038981437683105,2.644786834716797
mps-uncap,0.7,3.6805915832519522,2.2853541374206556,2.6268959045410156
mps-uncap,0.1,6.542091369628906,2.8854465484619136,2.5041341781616215
mps-uncap,0.2,6.285438537597656,2.9239201545715328,2.493507862091064
mps-uncap,0.3,6.253547668457031,2.909977436065674,2.5900936126708984
mps-uncap,0.4,5.664229393005367,2.9243373870849605,2.5899410247802734
