mode,load,0_mobilenet_v3_small-2,1_squeezenet1_1-4,2_vgg16-2
mps-uncap,0.8,2.3360252380371094,0.9851455688476562,1.936197280883789
mps-uncap,0.9,2.363920211791992,0.9913444519042969,1.9404888153076172
mps-uncap,1.0,2.3620128631591797,0.9984970092773438,1.9812583923339844
mps-uncap,0.5,2.3109912872314453,0.9779930114746094,1.9423961639404297
mps-uncap,0.6,2.311229705810547,0.9715557098388672,1.9376277923583984
mps-uncap,0.7,2.315521240234375,0.9670257568359375,1.9390583038330078
mps-uncap,0.1,2.4030208587646484,1.0099411010742188,1.9457340240478516
mps-uncap,0.2,2.31170654296875,1.0099411010742188,1.9404888153076172
mps-uncap,0.3,2.3500919342041016,0.9858608245849609,1.9435882568359375
mps-uncap,0.4,2.2881031036376953,0.9870529174804688,1.940011978149414
