mode,load,0_mobilenet_v3_small-2,1_squeezenet1_1-4,2_vgg16-2
mps-uncap,0.8,40.85731506347656,29.908418655395508,28.010129928588867
mps-uncap,0.9,45.592308044433594,54.57425117492676,43.643951416015625
mps-uncap,1.0,96.2228775024414,388.7953758239746,117.26975440979004
mps-uncap,0.5,24.608850479125977,15.793323516845703,16.54982566833496
mps-uncap,0.6,23.026466369628906,15.56396484375,23.413896560668945
mps-uncap,0.7,33.1873893737793,15.742301940917969,19.5004940032959
mps-uncap,0.1,21.054744720458984,9.435176849365234,4.919290542602539
mps-uncap,0.2,22.81665802001953,10.347843170166016,6.989717483520508
mps-uncap,0.3,24.6584415435791,13.38648796081543,9.811162948608398
mps-uncap,0.4,28.50055694580078,13.898849487304688,12.290239334106445
