mode,load,0_mobilenet_v3_small-2,1_squeezenet1_1-4,2_vgg16-2
mps-uncap,0.8,4.3544769287109375,3.1621456146240234,3.7343502044677734
mps-uncap,0.9,4.117727279663086,2.7425289154052734,3.5991668701171875
mps-uncap,1.0,3.887653350830078,3.305196762084961,3.827810287475586
mps-uncap,0.5,5.980968475341797,3.2553672790527344,3.727436065673828
mps-uncap,0.6,5.941152572631836,3.2787322998046875,3.6840438842773438
mps-uncap,0.7,5.0067901611328125,2.599000930786133,3.0930042266845703
mps-uncap,0.1,6.731748580932617,3.118276596069336,2.703428268432617
mps-uncap,0.2,7.337331771850586,3.4437179565429688,3.3485889434814453
mps-uncap,0.3,6.773471832275391,3.4546852111816406,3.3540725708007812
mps-uncap,0.4,6.586790084838867,3.2994747161865234,3.466367721557617
