mode,load,0_mobilenet_v3_small-2,1_squeezenet1_1-4,2_vgg16-2
mps-uncap,0.8,9.69221591949463,5.6819915771484375,8.218002319335945
mps-uncap,0.9,12.714099884033207,12.256526947021486,14.54074382781982
mps-uncap,1.0,36.439013481140144,325.665283203125,50.05073547363281
mps-uncap,0.5,4.616308212280273,3.215193748474121,2.762699127197265
mps-uncap,0.6,5.007386207580568,3.2621145248413104,3.6252498626708998
mps-uncap,0.7,5.715918540954591,3.22229862213135,4.450941085815431
mps-uncap,0.1,2.892637252807626,0.575447082519535,0.061511993408203125
mps-uncap,0.2,5.6135177612304705,1.9083976745605469,1.0853767395019536
mps-uncap,0.3,6.291341781616213,2.502083778381349,1.704597473144531
mps-uncap,0.4,6.065607070922852,3.457379341125488,2.0080327987670894
