mode,load,0_densenet169-8,1_resnet34-8,2_vgg13-2
mps-uncap,0.8,302.12754482880246,1060.401481733615,577.578325667621
mps-uncap,0.9,331.4215002473232,1201.0694272404637,622.3740678623985
mps-uncap,1.0,362.3466072431565,1305.0315794682613,720.1210917392431
mps-uncap,0.5,174.76356673479427,660.353310426707,350.6473188904779
mps-uncap,0.6,219.86424113447177,782.7294046486047,416.05222546483975
mps-uncap,0.7,246.03536224178015,902.5599858170726,496.98998162871237
mps-uncap,0.1,35.28802877460772,130.39412631745995,71.8664604303861
mps-uncap,0.2,74.52593956512014,270.37738879426917,142.59776655486365
mps-uncap,0.3,105.30933751813664,382.07571887818125,214.033106754641
mps-uncap,0.4,153.59220415520969,512.9566917739321,283.5319219674642
