mode,load,0_resnet152-16,1_efficientnet_b6-8,2_mobilenet_v2-8
mps-uncap,1.0,31.260156631469727,29.287919998168945,9.284710884094235
mig,1.0,32.13609218597412,36.84872388839722,5.789690017700195
