mode,load,0_resnet152-16,1_efficientnet_b6-8,2_mobilenet_v2-8
mps-uncap,1.0,529.058323143931,285.57858791216285,1282.9226987412696
mig,1.0,523.0595732534902,223.66565717714292,1531.0387430380906
