mode,load,0_resnet152-16,1_efficientnet_b6-8,2_mobilenet_v2-8
mps-uncap,1.0,42.3893928527832,38.44094276428223,19.751310348510742
mig,1.0,44.084787368774414,46.762704849243164,19.977807998657227
