mode,load,0_resnet152-16,1_efficientnet_b6-8,2_mobilenet_v2-8
mps-uncap,1.0,30.225276947021484,28.0759334564209,5.922079086303711
mig,1.0,30.478954315185547,35.71176528930664,5.165815353393555
