mode,load,0_resnet152-16,1_efficientnet_b6-8,2_mobilenet_v2-8
mps-uncap,1.0,0.000476837158203125,0.000476837158203125,0.000476837158203125
mig,1.0,0.000476837158203125,0.000476837158203125,0.000476837158203125
