mode,load,0_resnet152-16,1_efficientnet_b6-8,2_mobilenet_v2-8
mps-uncap,1.0,29.017210006713867,19.141674041748047,4.584074020385742
mig,1.0,29.798269271850586,35.07637977600098,4.968166351318359
