mode,load,0_efficientnet_b6-8,1_resnet34-8,2_squeezenet1_1-4
mps-uncap,0.8,87.00952291488643,32.901201248169016,12.375583648681657
mps-uncap,0.9,308.7986779212951,99.17820930480961,20.7927942276001
mps-uncap,1.0,1421.643257141113,287.3539352416993,65.0147628784179
mps-uncap,0.5,30.388827323913628,10.48358440399169,6.986141204833993
mps-uncap,0.6,58.36350679397591,14.474489688873293,7.793569564819343
mps-uncap,0.7,62.45521068572984,18.627357482910146,9.46337699890138
mps-uncap,0.1,20.90742111206053,4.431059360504148,2.66662597656249
mps-uncap,0.2,26.244668960571268,5.9126377105712935,3.646678924560547
mps-uncap,0.3,27.527117729187026,7.91737794876093,5.111718177795406
mps-uncap,0.4,28.287630081176722,9.807348251342773,6.3875699043273935
