mode,load,0_efficientnet_b6-8,1_resnet34-8,2_squeezenet1_1-4
mps-uncap,0.8,8.846402168273926,1.9657611846923828,0.8752346038818359
mps-uncap,0.9,29.506921768188477,5.904197692871094,2.1359920501708984
mps-uncap,1.0,226.69744491577148,39.079904556274414,9.400129318237305
mps-uncap,0.5,0.05316734313964844,0.043392181396484375,0.046253204345703125
mps-uncap,0.6,0.062346458435058594,0.046253204345703125,0.22935867309570312
mps-uncap,0.7,4.147052764892578,0.3876686096191406,0.49114227294921875
mps-uncap,0.1,0.058650970458984375,0.05173683166503906,0.04410743713378906
mps-uncap,0.2,0.057697296142578125,0.04649162292480469,0.042438507080078125
mps-uncap,0.3,0.05507469177246094,0.0457763671875,0.04220008850097656
mps-uncap,0.4,0.05340576171875,0.04410743713378906,0.04267692565917969
