mode,load,0_efficientnet_b5-4,1_resnet50-16,2_vgg16-2
mps-uncap,0.8,124.02073664970992,1103.0040978552624,355.77284589723286
mps-uncap,0.9,139.3338953954744,1229.102527971447,409.96592071402364
mps-uncap,1.0,130.07692218901713,1302.738602338865,400.8937259380498
mps-uncap,0.5,77.67270608205635,711.4743203653543,227.34426721889645
mps-uncap,0.6,91.22275969506055,834.0453229288985,271.795211114322
mps-uncap,0.7,105.88814775012574,951.9640563270909,314.23088266818695
mps-uncap,0.1,15.24170034947728,127.96678827303306,43.86304221553946
mps-uncap,0.2,33.1051987044428,294.7814878897273,89.99689453060932
mps-uncap,0.3,45.54088505238891,408.96537431823765,132.8545137941463
mps-uncap,0.4,61.996630630244404,541.4909082920817,177.3378728068014
