mode,load,0_efficientnet_b7-32,1_inception_v3-32,2_mobilenet_v2-32,3_mobilenet_v3_small-16
mps-uncap,1.0,0.000476837158203125,0.000476837158203125,0.000476837158203125,0.000476837158203125
