mode,load,0_efficientnet_b7-32,1_inception_v3-32,2_mobilenet_v2-32,3_mobilenet_v3_small-16
mps-uncap,1.0,0.01049041748046875,0.0007152557373046875,0.0007152557373046875,0.010251998901367188
