mode,load,0_efficientnet_b5-16,1_efficientnet_b6-4,2_mobilenet_v2-32,3_resnet34-32
mps-uncap,1.0,0.008344650268554688,0.016927719116210938,0.000476837158203125,0.000476837158203125
