mode,load,0_alexnet-8,1_resnet152-8,2_vgg13-8
mps-uncap,0.8,1.0035037994384766,8.79812240600586,4.402875900268555
mps-uncap,0.9,1.0006427764892578,8.777618408203125,4.421472549438477
mps-uncap,1.0,1.0247230529785156,9.10639762878418,4.516839981079102
mps-uncap,0.5,0.9949207305908203,8.760452270507812,4.389524459838867
mps-uncap,0.6,0.9884834289550781,8.692502975463867,4.395961761474609
mps-uncap,0.7,0.9906291961669922,8.71419906616211,4.406213760375977
mps-uncap,0.1,0.9992122650146484,8.711576461791992,4.381895065307617
mps-uncap,0.2,0.9653568267822266,8.735895156860352,4.389762878417969
mps-uncap,0.3,0.9934902191162109,8.751392364501953,4.3773651123046875
mps-uncap,0.4,0.9934902191162109,8.680582046508789,4.374980926513672
