mode,load,0_alexnet-8,1_resnet152-8,2_vgg13-8
mps-uncap,0.8,18.07948112487793,155.62106132507338,48.06242465972911
mps-uncap,0.9,32.1502447128296,234.66197013854992,73.5157322883606
mps-uncap,1.0,167.04600334167472,876.8580293655396,382.30853080749495
mps-uncap,0.5,6.852531433105465,45.026476383209264,16.669793128967278
mps-uncap,0.6,8.073310852050781,53.50549936294546,21.630916595459045
mps-uncap,0.7,10.590291023254395,88.22896480560283,29.71405506134031
mps-uncap,0.1,3.376088142395019,32.10424423217774,8.323841094970696
mps-uncap,0.2,3.7404298782348633,37.95861005783081,9.697341918945318
mps-uncap,0.3,4.571127891540513,41.002664566039975,11.988067626953118
mps-uncap,0.4,5.206365585327147,39.47731018066408,13.519804477691652
