mode,load,0_alexnet-8,1_resnet152-8,2_vgg13-8
mps-uncap,0.8,8.701229095458986,72.22893238067627,22.58529663085937
mps-uncap,0.9,14.657258987426756,120.59612274169929,37.99912929534912
mps-uncap,1.0,123.34761619567871,578.4731864929199,309.3311786651611
mps-uncap,0.5,3.7150621414184575,30.467200279235875,9.603023529052733
mps-uncap,0.6,4.488134384155274,36.014366149902344,11.952209472656252
mps-uncap,0.7,5.469274520874025,44.3117618560791,14.827466011047367
mps-uncap,0.1,1.7230510711669929,19.88372802734375,5.104303359985352
mps-uncap,0.2,2.3807287216186523,23.789644241333008,6.266498565673828
mps-uncap,0.3,2.960681915283203,25.260877609252933,7.486152648925783
mps-uncap,0.4,3.2740592956542973,27.305221557617184,8.719706535339355
