mode,load,0_alexnet-8,1_resnet152-8,2_vgg13-8
mps-uncap,0.8,0.0073909759521484375,0.01239776611328125,0.009298324584960938
mps-uncap,0.9,0.00762939453125,0.011920928955078125,0.009298324584960938
mps-uncap,1.0,0.007867813110351562,0.012159347534179688,0.01049041748046875
mps-uncap,0.5,0.008821487426757812,0.012159347534179688,0.010251998901367188
mps-uncap,0.6,0.007867813110351562,0.011444091796875,0.009059906005859375
mps-uncap,0.7,0.007867813110351562,0.012159347534179688,0.008344650268554688
mps-uncap,0.1,0.010251998901367188,0.021457672119140625,0.010967254638671875
mps-uncap,0.2,0.010013580322265625,0.01430511474609375,0.010967254638671875
mps-uncap,0.3,0.00858306884765625,0.02002716064453125,0.0095367431640625
mps-uncap,0.4,0.009298324584960938,0.01239776611328125,0.010967254638671875
