mode,load,0_alexnet-8,1_resnet152-8,2_vgg13-8
mps-uncap,0.8,4.306473731994629,44.65595722198487,6.9332122802734375
mps-uncap,0.9,4.451513290405273,45.46813011169434,7.019491195678715
mps-uncap,1.0,4.586334228515625,46.66069030761719,7.271881103515622
mps-uncap,0.5,3.903069496154785,34.43881750106814,6.13659143447876
mps-uncap,0.6,3.8914489746093746,38.536267280578606,6.433944702148438
mps-uncap,0.7,4.033503532409667,43.90209197998046,6.695554256439209
mps-uncap,0.1,3.2818222045898438,20.005054473876953,5.3218269348144505
mps-uncap,0.2,3.4894347190856934,23.466706275939945,5.583162307739259
mps-uncap,0.3,3.6096811294555655,27.727642059326165,5.911903381347656
mps-uncap,0.4,3.6454486846923824,32.85257339477542,6.0939788818359375
