mode,load,0_alexnet-8,1_resnet152-8,2_vgg13-8
mps-uncap,0.8,3.6190986633300786,40.35747051239014,6.378316879272461
mps-uncap,0.9,3.840208053588867,43.57142448425294,6.560730934143066
mps-uncap,1.0,4.090499877929688,45.66144943237305,6.901741027832031
mps-uncap,0.5,3.0927658081054688,24.230289459228526,5.441093444824219
mps-uncap,0.6,3.212833404541016,28.984808921813965,5.757331848144531
mps-uncap,0.7,3.3344745635986333,34.16256904602051,6.0953617095947275
mps-uncap,0.1,1.60064697265625,19.77550983428955,4.913568496704102
mps-uncap,0.2,2.1151304244995117,20.220160484313965,5.041408538818359
mps-uncap,0.3,2.6040077209472656,22.268104553222656,5.1601409912109375
mps-uncap,0.4,2.860736846923828,22.461652755737305,5.353450775146484
