mode,load,0_resnet101-16,1_vgg11-2,2_vgg19-32
mps-uncap,0.8,174.0181601549141,144.19364687565366,949.3443411186009
mps-uncap,0.9,182.7168227821697,165.92282425460812,1085.9200846351466
mps-uncap,1.0,210.82448722821093,178.31873163612627,1187.981871501644
mps-uncap,0.5,107.76028550328286,87.26461351392787,593.2853173609565
mps-uncap,0.6,115.22498970315063,107.20027081084548,724.6026289105155
mps-uncap,0.7,153.92393049435356,128.49860659274458,833.8833463222832
mps-uncap,0.1,22.21044064760367,17.739526001214475,135.45426399851235
mps-uncap,0.2,46.85560640699935,36.979896931096455,231.3881242248158
mps-uncap,0.3,63.73874946326285,53.46847095187254,361.32441060906183
mps-uncap,0.4,86.61674600054667,72.19760573345842,481.9531637701926
