mode,load,0_resnet101-16,1_vgg11-2,2_vgg19-32
mps-uncap,0.8,364.87436294555664,93.87779235839844,303.363561630249
mps-uncap,0.9,724.8570919036865,167.73295402526855,885.0898742675781
mps-uncap,1.0,2657.1898460388184,332.5960636138916,1199.5670795440674
mps-uncap,0.5,170.55153846740723,35.34269332885742,132.80510902404785
mps-uncap,0.6,209.35654640197754,59.168100357055664,204.9729824066162
mps-uncap,0.7,232.863187789917,63.76457214355469,158.8289737701416
mps-uncap,0.1,30.636072158813477,17.963647842407227,41.22805595397949
mps-uncap,0.2,63.529014587402344,17.538785934448242,82.17000961303711
mps-uncap,0.3,63.26723098754883,27.869701385498047,105.55005073547363
mps-uncap,0.4,80.52873611450195,30.228614807128906,86.8833065032959
