mode,load,0_alexnet-16,1_inception_v3-2,2_squeezenet1_1-16
mps-uncap,0.8,37.12129592895508,197.67189025878906,70.15681266784668
mps-uncap,0.9,285.72893142700195,2613.7304306030273,61.25378608703613
mps-uncap,1.0,7974.525690078735,12762.547492980957,232.65886306762695
mps-uncap,0.5,20.455598831176758,55.73415756225586,23.172616958618164
mps-uncap,0.6,19.25373077392578,63.20595741271973,41.020870208740234
mps-uncap,0.7,27.52089500427246,135.18381118774414,53.42411994934082
mps-uncap,0.1,9.97304916381836,42.42849349975586,15.119791030883789
mps-uncap,0.2,14.987468719482422,45.552730560302734,19.565105438232422
mps-uncap,0.3,14.79792594909668,49.638986587524414,21.182537078857422
mps-uncap,0.4,13.676166534423828,51.2537956237793,19.493579864501953
