mode,load,0_alexnet-16,1_inception_v3-2,2_squeezenet1_1-16
mps-uncap,0.8,0.00858306884765625,0.010013580322265625,0.009059906005859375
mps-uncap,0.9,0.009775161743164062,0.0133514404296875,0.0095367431640625
mps-uncap,1.0,0.011444091796875,0.013113021850585938,0.009775161743164062
mps-uncap,0.5,0.008821487426757812,0.011444091796875,0.009059906005859375
mps-uncap,0.6,0.009298324584960938,0.009775161743164062,0.009298324584960938
mps-uncap,0.7,0.009298324584960938,0.010251998901367188,0.0095367431640625
mps-uncap,0.1,0.0133514404296875,0.012636184692382812,0.01239776611328125
mps-uncap,0.2,0.010013580322265625,0.011920928955078125,0.012636184692382812
mps-uncap,0.3,0.01049041748046875,0.011682510375976562,0.011444091796875
mps-uncap,0.4,0.009059906005859375,0.011920928955078125,0.009298324584960938
