mode,load,0_alexnet-16,1_inception_v3-2,2_squeezenet1_1-16
mps-uncap,0.8,10.128879547119142,76.13797187805179,17.396306991577152
mps-uncap,0.9,166.9153690338135,2293.512535095215,21.80075645446778
mps-uncap,1.0,6993.198490142822,11298.575282096863,137.84480094909668
mps-uncap,0.5,3.421783447265625,13.998079299926761,4.546976089477541
mps-uncap,0.6,4.682397842407228,18.847799301147468,6.123733520507816
mps-uncap,0.7,6.639146804809572,38.95378112792969,10.380315780639659
mps-uncap,0.1,0.9375095367431638,7.412147521972659,0.6753921508789041
mps-uncap,0.2,1.6302108764648446,11.11016273498536,2.7498722076416033
mps-uncap,0.3,2.1654129028320317,10.545396804809577,3.537416458129883
mps-uncap,0.4,2.8244018554687504,11.185741424560549,3.754997253417968
