mode,load,0_alexnet-16,1_inception_v3-2,2_squeezenet1_1-16
mps-uncap,0.8,5.773305892944336,13.90218734741211,7.895946502685547
mps-uncap,0.9,5.675315856933594,13.103485107421875,6.533384323120117
mps-uncap,1.0,9.140968322753906,13.32855224609375,6.05463981628418
mps-uncap,0.5,5.972146987915039,16.32094383239746,8.006572723388672
mps-uncap,0.6,5.67173957824707,14.014244079589844,8.092164993286133
mps-uncap,0.7,5.789518356323242,14.697790145874023,8.136272430419922
mps-uncap,0.1,6.763219833374023,24.673938751220703,8.201837539672852
mps-uncap,0.2,7.597923278808594,22.588014602661133,9.552001953125
mps-uncap,0.3,6.473779678344727,20.65563201904297,8.208990097045898
mps-uncap,0.4,6.613492965698242,19.103288650512695,9.372949600219727
