mode,load,0_alexnet-16,1_inception_v3-2,2_squeezenet1_1-16
mps-uncap,0.8,22.48982429504394,137.22710609436032,38.42672824859615
mps-uncap,0.9,232.7112770080567,2557.498631477356,41.43773078918457
mps-uncap,1.0,7826.15761756897,12575.776636600494,189.9871826171874
mps-uncap,0.5,8.407115936279297,28.350915908813487,10.154781341552729
mps-uncap,0.6,9.71878051757815,37.36222505569459,14.778060913085943
mps-uncap,0.7,13.891096115112303,76.45864486694346,23.327188491821257
mps-uncap,0.1,3.469386100769039,24.06007289886477,4.631457328796388
mps-uncap,0.2,4.860696792602542,24.669861793518066,6.696834564208987
mps-uncap,0.3,5.831508636474594,22.325878143310536,8.542776107788086
mps-uncap,0.4,7.057483196258532,22.624182701110843,8.481559753417958
