mode,load,0_alexnet-16,1_inception_v3-2,2_squeezenet1_1-16
mps-uncap,0.8,2.0401477813720703,9.957075119018555,3.9010047912597656
mps-uncap,0.9,2.2673606872558594,10.872125625610352,3.5371780395507812
mps-uncap,1.0,2.3987293243408203,11.46841049194336,3.6001205444335938
mps-uncap,0.5,1.8024444580078125,9.267807006835938,3.190279006958008
mps-uncap,0.6,1.9261837005615234,9.276390075683594,3.332376480102539
mps-uncap,0.7,2.0189285278320312,9.594202041625977,3.6367177963256836
mps-uncap,0.1,2.7124881744384766,17.23766326904297,4.044055938720703
mps-uncap,0.2,2.6755332946777344,14.517903327941895,3.9010047912597656
mps-uncap,0.3,1.8286705017089844,10.262489318847656,3.878355026245117
mps-uncap,0.4,1.8810033798217773,9.451150894165039,3.473997116088867
