mode,load,0_alexnet-16,1_inception_v3-2,2_squeezenet1_1-16
mps-uncap,0.8,24.53861236572265,147.0826578140257,42.35626697540282
mps-uncap,0.9,234.7803401947022,2568.4979677200317,45.03826141357422
mps-uncap,1.0,7828.467855453491,12587.293167114258,193.7181949615478
mps-uncap,0.5,10.627508163452148,37.473888397216804,13.766336441040028
mps-uncap,0.6,11.89313888549805,46.531035900115974,18.53499412536624
mps-uncap,0.7,16.12539291381835,85.53643226623544,27.17357397079464
mps-uncap,0.1,6.896681785583494,36.21385097503665,9.498128890991211
mps-uncap,0.2,7.623281478881836,36.98366403579712,10.69992065429688
mps-uncap,0.3,8.445014953613281,32.45188713073727,12.207508087158203
mps-uncap,0.4,9.482564926147449,32.34300613403327,12.250461578369128
