mode,load,0_alexnet-16,1_inception_v3-2,2_squeezenet1_1-16
mps-uncap,0.8,4.828691482543945,31.407594680786133,8.213639259338379
mps-uncap,0.9,41.31793975830078,1202.0211219787598,10.017156600952148
mps-uncap,1.0,3844.8569774627686,6228.181481361389,53.94434928894043
mps-uncap,0.5,2.491474151611328,11.49439811706543,3.8530826568603516
mps-uncap,0.6,2.844572067260742,12.89212703704834,4.39906120300293
mps-uncap,0.7,3.604888916015625,18.682241439819336,5.867958068847656
mps-uncap,0.1,2.7701854705810547,18.35155487060547,4.111766815185547
mps-uncap,0.2,2.7189254760742188,15.537858009338379,4.023313522338867
mps-uncap,0.3,2.511739730834961,11.814117431640625,4.045009613037109
mps-uncap,0.4,2.4214982986450195,11.171102523803711,3.8983821868896484
