mode,load,0_alexnet-16,1_inception_v3-2,2_squeezenet1_1-16
mps-uncap,0.8,12.223768234252933,86.49482727050784,21.276021003723145
mps-uncap,0.9,169.27804946899417,2305.639696121216,25.41618347167969
mps-uncap,1.0,6995.520830154419,11309.89019870758,141.53790473937988
mps-uncap,0.5,5.700826644897461,23.348569869995117,8.08262825012207
mps-uncap,0.6,6.950855255126953,28.238725662231463,9.76824760437012
mps-uncap,0.7,8.748769760131836,48.46048355102539,14.18561935424805
mps-uncap,0.1,4.566621780395507,24.138641357421875,6.209278106689453
mps-uncap,0.2,4.848289489746094,23.894500732421875,6.920099258422852
mps-uncap,0.3,4.826879501342773,20.68939208984375,7.494211196899414
mps-uncap,0.4,5.395007133483888,20.472335815429695,7.548379898071288
