mode,load,0_mobilenet_v3_large-16,1_mobilenet_v3_large-16
mig,0.1,18.68128776550293,19.2873477935791
mig,0.2,30.930042266845703,31.774520874023438
mig,0.3,36.834716796875,30.352354049682617
mig,0.4,29.20365333557129,33.798933029174805
mig,0.5,27.49347686767578,34.02900695800781
mig,0.6,39.02769088745117,37.90688514709473
mig,0.7,48.45309257507324,43.822526931762695
mig,0.8,59.04531478881836,67.24810600280762
mig,0.9,117.43545532226562,90.8501148223877
mig,1.0,1004.732608795166,263.96632194519043
