mode,load,0_mobilenet_v3_large-16,1_mobilenet_v3_large-16
mig,0.1,11.759042739868164,12.843847274780273
mig,0.2,26.287078857421875,24.869441986083984
mig,0.3,32.18698501586914,25.661230087280273
mig,0.4,24.56355094909668,29.718399047851562
mig,0.5,22.684097290039062,29.949188232421875
mig,0.6,34.369468688964844,33.81681442260742
mig,0.7,43.80035400390625,39.7496223449707
mig,0.8,54.3818473815918,63.16661834716797
mig,0.9,112.51473426818848,86.77029609680176
mig,1.0,1000.0765323638916,259.8862648010254
