mode,load,0_mobilenet_v3_large-16,1_mobilenet_v3_large-16
mig,0.1,0.05221366882324219,0.049948692321777344
mig,0.2,0.04780292510986328,0.049114227294921875
mig,0.3,0.04887580871582031,0.04863739013671875
mig,0.4,0.04649162292480469,0.04863739013671875
mig,0.5,0.3604888916015625,0.12230873107910156
mig,0.6,1.7071962356567383,1.4977455139160156
mig,0.7,3.316640853881836,3.019094467163086
mig,0.8,5.915522575378418,5.06281852722168
mig,0.9,11.246800422668457,10.984182357788086
mig,1.0,567.6729679107666,52.231550216674805
