mode,load,0_mobilenet_v3_large-16,1_mobilenet_v3_large-16
mig,0.1,2.0472049713134766,2.747535705566408
mig,0.2,5.3685426712036195,5.946159362792971
mig,0.3,6.69252872467041,6.902098655700684
mig,0.4,6.711483001708988,6.727290153503418
mig,0.5,7.1872234344482475,6.621217727661134
mig,0.6,9.748315811157234,8.502769470214846
mig,0.7,13.31639289855957,12.951898574829102
mig,0.8,22.44074344635011,20.35846710205078
mig,0.9,40.44792652130128,38.56356143951416
mig,1.0,808.4301948547363,141.7507648468018
