mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-16,2_mobilenet_v3_small-2,3_resnet152-32
mps-uncap,1.0,12.637853622436523,10.298967361450195,8.935928344726562,49.590110778808594
