mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-16,2_mobilenet_v3_small-2,3_resnet152-32
mps-uncap,1.0,12.637734413146973,10.298728942871094,8.935928344726562,49.590110778808594
