mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-16,2_mobilenet_v3_small-2,3_resnet152-32
mps-uncap,1.0,2381.9331059847254,1489.8211690100104,217.57371230642846,647.7734948428757
