mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-4,2_resnet50-32,3_vgg16-16
mps-uncap,1.0,0.0035762786865234375,0.011682510375976562,0.0007152557373046875,0.0007152557373046875
