mode,load,0_densenet161-16,1_densenet201-2,2_efficientnet_b7-8
mps-uncap,0.8,85.6820821762085,59.67159271240234,95.05014419555667
mps-uncap,0.9,207.3671817779541,120.44928073883075,356.4269065856938
mps-uncap,1.0,2259.5896959304814,282.6810598373413,2455.960321426392
mps-uncap,0.5,45.50518989562988,32.68229961395264,44.24338340759278
mps-uncap,0.6,52.4775505065918,40.478587150573745,54.91766929626466
mps-uncap,0.7,68.2342052459717,42.243432998657255,67.54508018493654
mps-uncap,0.1,26.333332061767578,32.48786926269531,31.930875778198246
mps-uncap,0.2,28.325581550598145,33.21681022644043,32.366442680358894
mps-uncap,0.3,30.939960479736317,32.33189582824708,32.75923728942872
mps-uncap,0.4,38.327455520629904,33.12528133392334,35.81023216247558
