mode,load,0_densenet161-16,1_densenet201-2,2_efficientnet_b7-8
mps-uncap,0.8,401.50188269050574,57.29754758783969,206.13814530509254
mps-uncap,0.9,499.2078997337549,63.97733592223123,239.44111055884434
mps-uncap,1.0,544.7750619188721,71.36776805847084,258.1602621602636
mps-uncap,0.5,270.1072081370059,35.034274531200964,131.14023453118537
mps-uncap,0.6,325.7548422887707,42.417587930288455,158.1692315765445
mps-uncap,0.7,372.88791593600286,51.09867776838013,180.29335502373718
mps-uncap,0.1,55.73079156386654,5.991958871975154,31.06945033793872
mps-uncap,0.2,106.210196605676,14.936942626250453,51.956194110231806
mps-uncap,0.3,152.6046165699014,21.47652580105176,77.7449710229647
mps-uncap,0.4,227.23380790771165,28.30028158850866,111.86761453376121
