mode,load,0_efficientnet_b6-2,1_inception_v3-32,2_mobilenet_v2-32,3_mobilenet_v3_large-16
mps-uncap,1.0,56.369026111667,1246.0414430026951,3115.4813374586065,1557.7293633009006
