mode,load,0_alexnet-8,1_mobilenet_v2-8,2_vgg19-2
mps-uncap,1.0,2.2466182708740234,5.021572113037109,4.891157150268555
mig,1.0,1.8668174743652344,5.11932373046875,7.768869400024414
