mode,load,0_alexnet-8,1_mobilenet_v2-8,2_vgg19-2
mps-uncap,1.0,3506.9386543652504,1586.8206680947328,405.11281430311067
mig,1.0,4112.294848688173,1534.7990800727796,256.4106324599726
