mode,load,0_alexnet-8,1_mobilenet_v2-8,2_vgg19-2
mps-uncap,1.0,12.88151741027832,13.177156448364258,16.405344009399414
mig,1.0,15.164375305175781,19.52958106994629,20.34592628479004
